text,label,source,dataset,nb_annotators,tweet_id,post_author_country_location
"Heike Freire: ""Me encanta Greta Thunberg, pero cada vez que la veo me siento fatal"" #CreandoFuturo @USER LINK LINK",0.0,Twitter,misocorpus,3,1203652954617720832,Spain
"La opinión de Luis Ventoso: Bardem, Greta y la civilización LINK LINK",0.0,Twitter,misocorpus,3,1203690699943755777,Spain
"cuando salgo de bañarme me encuentro a mi perra esperándome con su peluche en la puerta, me muero de amor con Greta ?",0.0,Twitter,misocorpus,3,1231761550584827906,Argentina
"Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg. Sin comentarios :( LINK vía @USER",0.0,Twitter,misocorpus,3,1205100303529451521,Spain
Frank Cuesta carga contra Greta Thunberg: «Me ha parecido patético. El movimiento está politizado» LINK,0.0,Twitter,misocorpus,3,1203640365456281600,Spain
#LoMásLeído? Carmen Lomana arremete contra Greta Thunberg: «Esta niña es patética» LINK,0.0,Twitter,misocorpus,3,1203864342678188034,Spain
La activista Greta Thunberg deja la Marcha por el Clima de Madrid por «seguridad» LINK,0.0,Twitter,misocorpus,3,1203036297604063233,Spain
#LoMásLeído? Greta Thunberg llega a Madrid y provoca el caos en Chamartín LINK,0.0,Twitter,misocorpus,3,1203139565655121921,Spain
Carmen Lomana arremete contra Greta Thunberg: «Esta niña es patética» LINK,0.0,Twitter,misocorpus,3,1203323276719726592,Spain
"Greta Thunberg, personaje del año para la revista @USER, acusada de ""mocosa"" por @USER y con una respuesta llena de ironía LINK",0.0,Twitter,misocorpus,3,1204781260226338816,Argentina
"Una pregunta tonta: Hola, @USER, que digo yo que, ahora que estás tanto por el cambio climático, a ver cuándo cambias tu Lincoln Navigator, que gastará 15 litros a los 100 kms, por un coche eléctrico. O por un triciclo. Total... ?
#COP25 Greta Thunberg Almeida LINK",0.0,Twitter,misocorpus,3,1203345024362205184,Spain
"Gustándome Sara Socas, que aunque aún le quedan cosas por pulir para llegar a la élite tiene un nivel muy alto y IMO un estilo muy fresco y disfrutable de escuchar, quitando los canturreos eso sí, no sé cuánto bien le hace este revuelo feminista aunque la crítica sea positiva.",0.0,Twitter,misocorpus,3,1204808093873389568,Spain
"Histérica, marioneta y majareta: los insultos que hombres españoles dedican a Greta Thunberg en Twitter LINK",0.0,Twitter,misocorpus,3,1205133922004340736,Spain
Ayer entré por primera vez en mi vida en Primark. Compré. Perdóname Greta ???mañana mismo lo devuelvo. Es basura. (Puta basura como diría aquel),0.0,Twitter,misocorpus,3,1206197075647639554,Spain
“Una mocosa”: Greta Thunberg acude a la ironía para responder a Bolsonaro LINK Copiapó | Vallenar LINK,0.0,Twitter,misocorpus,3,1204548118127112192,Chile
"Bolsonaro tilda a Greta de ""mocosa"" y ella le responde LINK",0.0,Twitter,misocorpus,3,1204707445962133504,Colombia
"#Entérate El presidente de Brasil, Jair Bolsonaro llamó ""mocosa"" a Greta Thunberg, luego de que la activista condenara el asesinato de indígenas en la Amazonia. LINK",0.0,Twitter,misocorpus,3,1204518056791355392,Mexico
"Pobrecito Zozuila, que es Nazi, y pobrecitos violadores de menores, que se han dejado llevar.. Pero la Greta es una hija de puta activista!!

#sarcasmo #Nazi #CumbreDelClima",0.0,Twitter,misocorpus,3,1206552406336638976,Spain
"En general los críticos de Greta no criticamos a la niña, al contrario, vemos que está siendo manipulada y explotada por sus padres y entorno.
Lo que se ataca es la visión marxista e histérica que representa del problema climático. LINK",0.0,Twitter,misocorpus,3,1203633623573905408,Spain
"Bolsonaro a Greta Thunberg: impresionante como le dan espacio a una mocosa

LINK",0.0,Twitter,misocorpus,3,1204516135758118913,Colombia
No conocéis a ninguna de las dos pero tenéis muy claro que a Greta Thunberg (16) la están utilizando y le han destrozado la infancia y la violada por los del Arandina (15) es una zorra que sabía dónde se metía... son niñas o adultas según lo que os interese ¿no?,0.0,Twitter,misocorpus,3,1205551308226355203,Spain
"#INTERNACIONAL
Bolsonaro cuestionó el espacio dado por los medios de comunicación a Thunberg luego de que la adolescente se refiriera el sábado a un atentado en Maranhão
LINK",0.0,Twitter,misocorpus,3,1204544413067857921,Mexico
"Bolsonaro califica a Greta de “mocosa” y ella lo asume en Twitter LINK
@USER @USER #efeverdeencop25 #cop25Madrid #tiempodeactuar @USER @USER",0.0,Twitter,misocorpus,3,1204793707897245696,Spain
"#Internacional Bolsonaro dijo que Thunberg era una 'pirralha', palabra que la propia Greta tomó para su perfil de Twitter LINK",0.0,Twitter,misocorpus,3,1204532527244959747,Mexico
"Llamando loca a Greta, puteros y viciosos a los de la COP25.

Mi padre. LINK",0.0,Twitter,misocorpus,3,1206707332601782272,Spain
"#FALSOSECOLOGISTAS
#PROGRESGILIPOLLAS
Explicación de un marino profesional sobre el presunto ( y falso) viaje ecológico de Greta Greta Thunberg, un producto de marketing para gilipollas. LINK LINK",0.0,Twitter,misocorpus,3,1204832263088807936,Spain
"El presidente de Brasil, Jair Bolsonaro, trató este martes de ""mocosa"" a Greta Thunberg, después que la joven activista sueca condenara el asesinato de dos indígenas en la Amazonía LINK",0.0,Twitter,misocorpus,3,1204473884914933760,Uruguay
"Bolsonaro llama ""mocosa malcriada"" a Greta Thunberg y ella lo deja como el imbecil que es.
LINK LINK",0.0,Twitter,misocorpus,3,1204540253584969728,United States
"Bolsonaro llamó ""mocosa"" a Greta Thunberg - LINK #EVNews #Bolsonaro #GretaThunberg",0.0,Twitter,misocorpus,3,1204733801521389569,United States
"Esta fue la reacción de @USER luego de que el presidente de #Brasil la llamara ""mocosa"" LINK LINK",0.0,Twitter,misocorpus,3,1204711422527193088,Mexico
"#Internacionales | Un polémico grito interrumpió el performance 'Un violador en tu camino'. 

LINK",0.0,Twitter,misocorpus,3,1204906205908484096,Mexico
Pois nada xa levamos un día de goberno e todavía non recibín a miña paga por feminista.,0.0,Twitter,misocorpus,3,1214938487843180545,Spain
Eligieron como “Persona del año” a Greta Thunberg y Bolsonaro la calificó como “mocosa” LINK LINK,0.0,Twitter,misocorpus,3,1204789040177983489,Argentina
Bolsonaro califica de mocosa a la activista climática Greta Thunberg LINK,0.0,Twitter,misocorpus,3,1204553881256103937,"Venezuela, Bolivarian Republic of"
"?????TECNO EL PAIS ?? : Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg #tecnologia #tecno #España LINK",0.0,Twitter,misocorpus,3,1205067294612893697,Chile
"¿Qué tal los españoles luchando contra el cambio climático desde vuestro sofá? Cuanto cavernícola en este país de verdad. Histérica, puta y majareta: los insultos que los hombres españoles dedican a Greta Thunberg LINK vía @USER",0.0,Twitter,misocorpus,3,1205096295741960192,Puerto Rico
"#Internacional ?? | Bolsonaro llama “mocosa” a Greta Thunberg

LINK",0.0,Twitter,misocorpus,3,1204480768883474435,Mexico
"#Tribuna #Mundo #GretaThunberg

La activista de tan sólo 16 años, se ha convertido en un ícono de la juventud preocupada con el cambio climático

LINK",0.0,Twitter,misocorpus,3,1204571500541382657,Mexico
"Che entre Greta, Tuli, Belen y Lula no se con cual me quedo dios que cositas del bien la puta madre ?",0.0,Twitter,misocorpus,3,1203921920971935744,Argentina
Bolsonaro llama ‘mocosa’ a la activista Greta Thunberg LINK LINK,0.0,Twitter,misocorpus,3,1204547669357682688,Mexico
Mis detractores han iniciado una campaña donde aseguran que yo odio a @USER y ataco a los autistas. Hay mucho idiota en Twitter.,0.0,Twitter,misocorpus,3,1206961154167361537,"Venezuela, Bolivarian Republic of"
"Bolsonaro reacciona así tras las críticas de la joven por la muerte reciente de dos indios en la Amazonía.
LINK",0.0,Twitter,misocorpus,3,1204658857311657985,Spain
"@USER Si Greta es una actriz haciendo el papel de histérica preocupada porque el mundo se va a acabar, está muy mal por farsante, pero si de verdad sus manejadores adultos la han aterrorizado haciéndole creer semejante estupidez, eso no es más que abuso infantil.",0.0,Twitter,misocorpus,3,1205985474487164928,Mexico
"Dedicado a Greta Thunberg y los imbéciles que la mantienen:
Los ecologistas pertenecen al grupo de los timadores históricos: astrólogos, curanderos, trileros, cuentacuentos y vendedores de crecepelo. solo pretenden vivir de puta madre... #Masby
► LINK
.",0.0,Twitter,misocorpus,3,1204487331845201923,Spain
Greta Thunberg practicando tiro al blanco con los hijos de puta que no separan la basura. LINK,0.0,Twitter,misocorpus,3,1204885677688737792,United Kingdom
"@USER @USER @USER ""nos lo han venido recomendando desde hace años"" Si. Y a la vista están los resultados.

Si el que reconviene a los que manejan borrachos es un títere o un idiota, es algo que me importa muy poco mientras siga reconveniendo a los que insisten en manejar borrachos.",0.0,Twitter,misocorpus,3,1213766767220330497,Colombia
"Una conocida se me ha quejado de que Greta la hace sentir tonta y yo, con la sensibilidad que me caracteriza a veces, voy y le suelto veladamente que es que a lo mejor lo es... Pero como a lo mejor lo es lo mismo no lo ha pillado.",0.0,Twitter,misocorpus,3,1203973293818163201,Spain
"Los que le dicen ""puta"" y ""loca"" a Greta Thunberg, son los mismos que se ofenden cuando escuchan #ElVioladorEresTú, ¿verdad?",0.0,Twitter,misocorpus,3,1205202182947196929,Ireland
"""Una mocosa como esa"": Bolsonaro carga contra Greta Thunberg por denunciar asesinato de indígenas en Brasil: La activista lanzó un tuit para rechazar la violencia contra los pueblos originarios en la Amazonía, tras el asesinato a tiros de dos personas el… LINK LINK",0.0,Twitter,misocorpus,3,1204477523318296578,Peru
"Bolsonaro llama 'mocosa' a Greta Thunberg
LINK LINK",0.0,Twitter,misocorpus,3,1204473794150027265,Mexico
"#Internacional | “Mocosa”, fue el término empleado por @USER, presidente de #Brasil, para referirse a la activista sueca @USER por sus denuncias en contra del asesinato de dos indígenas en la #Amazonía. 

@USER 

LINK",0.0,Twitter,misocorpus,3,1204517105846108160,Colombia
"#Lucha por el planeta ?| Bolsonaro criticó a la activista Greta Thunberg y la calificó de ""mocosa"" LINK",0.0,Twitter,misocorpus,3,1204740112678039552,Argentina
"¿Esta gente de dónde sale?

Greta no se descojona ante tan magna gilipollez por;

A) Por el pinganillo para evitar el número le traducen algo distinto.

B) Al ser Asperger lo mismo, por suerte para ella, está pasando olímpicamente de la tonta que tiene al lado. LINK",0.0,Twitter,misocorpus,3,1203015128079380481,Belgium
"Presidente de Brasil llama “mocosa” a Greta Thunberg y así le responde ella 

LINK",0.0,Twitter,misocorpus,3,1204571500432502784,Mexico
"Jair Bolsonaro llamó ""mocosa"" a Greta Thunberg: la reacción de la activista - LINK

Política - LINK",0.0,Twitter,misocorpus,3,1204540481797066756,"Bolivia, Plurinational State of"
"Cuestiona Bolsonaro a los medios de comunicación por darle tanta cobertura a la joven sueca ????
  LINK",0.0,Twitter,misocorpus,3,1204504165071933440,Mexico
"Bolsonaro llama ""mocosa"" a Greta Thunberg LINK #MañanasBLU LINK",0.0,Twitter,misocorpus,3,1204726856534155266,Colombia
"Los hombres odian a Greta: «Histérica», «estúpida» y «puta» son los insultos que recibe por parte de varones adultos LINK a través de @USER",0.0,Twitter,misocorpus,3,1205402772998434817,Spain
"Noticia destacada: Histérica, marioneta y niñata: los insultos que los hombres españoles dedican a Greta Thunberg | Tecnología | EL PAÍS LINK see more LINK",0.0,Twitter,misocorpus,3,1205411540314337280,Spain
"¿Cómo insultan l@USER negacionistas del Cambio climático a Greta? (Que además son l@USER machistas de siempre):

Hombres: estúpida, histérica, puta y majareta.

Mujeres: Niñata, loca y patética.

 LINK",0.0,Twitter,misocorpus,3,1205153131950223360,Spain
"@USER @USER ""Periodista"" dices que eres pero no tienes ni una puta prueba de que el Padre de Greta o que Greta haga lo que haga por fines económicos.
Un puto opinador, es lo único que eres.
?",0.0,Twitter,misocorpus,3,1211691175578624000,Peru
"1. ""Histérica socialista"". ¿Dónde Greta ha dicho que es socialista?
2. Ya ha hablado de Australia
Pero bueno, lo del mundo son las #FakeNews
3. Es dizque licenciada en Filosofía. Ajá.
4. Es de ya saben dónde... LINK",0.0,Twitter,misocorpus,3,1213665806049054720,Colombia
"Ya sabéis que uno de los cometidos de Bolsonaro, cuando se dio el golpe de estado en Brasil, era la deforestación de la Amazonia y, naturalmente, los asesinatos de indígenas formaban parte de su acuerdo. LINK",0.0,Twitter,misocorpus,3,1204804217153736706,Spain
Jair Bolsonaro llamó “mocosa” a Greta Thunberg: la reacción de la activista LINK,0.0,Twitter,misocorpus,3,1204781545317376000,"Venezuela, Bolivarian Republic of"
"Niñata estupida, manipulada y manipulable.

La compañía alemana de trenes, a Greta Thunberg: ""Estaría bien si dijeras cómo te atendimos en primera clase"" via @USER LINK",0.0,Twitter,misocorpus,3,1206337094131560448,Spain
"Los que llaman “patética” a @USER quién llama al mundo a luchar contra el cambio climático. 

Ahí estamos. 

#SOSAustralia LINK",0.0,Twitter,misocorpus,3,1213870090057396225,Colombia
"Sin entrar a decir si soy pro, contra o si pero... A Greta. ¿En serio la gente se dedica a llamar puta e histérica a una niña? LINK",0.0,Twitter,misocorpus,3,1205077284648042496,United States
"¿GRETA EN LOS OSCAR?

Váyanse a la puta madre que los parió todos",0.0,Twitter,misocorpus,3,1226689274587820032,Argentina
#Internacional | “Mocosa” le dijo el presidente de Brasil a Greta Thunberg | LINK #PresidenteDeBrasil LINK,0.0,Twitter,misocorpus,3,1204494361427402758,Colombia
El presidente de Brasil Jair Bolsonaro llama ‘mocosa’ a Greta Thunberg LINK,0.0,Twitter,misocorpus,3,1204554857945935872,"Venezuela, Bolivarian Republic of"
"Bolsonaro llama “mocosa” a Greta Thunberg. 
? LINK LINK",0.0,Twitter,misocorpus,3,1204541301577965568,Mexico
Más de cien periodistas piden la “liberación inmediata” de Julian Assange LINK 100 gilipollas que no los conoce ni su madre y pintan menos que una bolsa de plastico con greta,0.0,Twitter,misocorpus,3,1207428085001392128,Spain
"@USER no está loca
LINK",0.0,Twitter,misocorpus,3,1206000936679804929,Argentina
@USER Y creo que el planeta se extingue usando pajitas de plástico. Lo dice Greta. Y Montero que en España no hay condiciones para la vida. Será idiota  Veo mucho miedo al futuro. Igual de imprevisible que siempre. Estamos muy cobardes para lo mucho que hemos conseguido ? Paso!,0.0,Twitter,misocorpus,3,1220722404479115265,Spain
@USER @USER @USER En Palencia sí que llueve. Puta bida,0.0,Twitter,misocorpus,3,1207680509670805505,Spain
@USER @USER @USER @USER Polémico @USER hijos de puta,0.0,Twitter,misocorpus,3,1213094255633276935,Argentina
"#Enterate ⚠️ #SolDeTulancingo ↘️↘️↘️ 

? #Bolsonaro llama ""mocosa"" a Greta Thunberg tras condenar asesinato de #indígenas 

La activista de tan sólo 16 años, se ha convertido en un ícono de la #juventud preocupada con el cambio climático 

Link ↘️

LINK",0.0,Twitter,misocorpus,3,1204609068666703873,Mexico
"""Mocosa"" es la palabra favorita de los cavernícolas para denigrar a las mujeres más jóvenes y más capaces que ellos.

LINK",0.0,Twitter,misocorpus,3,1204779927792340992,Peru
"“Intentan silenciarnos de forma desesperada, pero vamos a seguir avanzando”, Greta Thunberg. Será una pobre adolescente manipulada, pero se le da de vicio tomar por gilipollas al personal, casi mejor que hacer pellas. LINK",0.0,Twitter,misocorpus,3,1204774353877045260,Spain
"Greta le respondió de una forma bien sutil en su perfil en Twitter.⬇️
LINK",0.0,Twitter,misocorpus,3,1204487383191871489,Colombia
"La activista sueca condenó el asesinato a tiros el pasado fin de semana de dos indígenas guajajara en el interior de #Maranhao, noreste de #Brasil  LINK",0.0,Twitter,misocorpus,3,1204470798666350592,Nicaragua
@USER @USER Eres un verdadero gilipollas.,0.0,Twitter,misocorpus,3,1207713072447545349,United States
"Greta Thunberg: ""Hagan lo que puedan para asegurarse que están en el lado correcto de la historia"" LINK LINK",0.0,Twitter,misocorpus,3,1201961899597975552,Spain
"Greta Thunberg ha sido elegida 'Persona del Año' por la revista 'Time'. En este podcast analizamos, con motivo de la #COP25 , en qué consiste el 'efecto Greta' LINK",0.0,Twitter,misocorpus,3,1204815919102464000,Spain
@USER Y a quien le importa hijo de puta,0.0,Twitter,misocorpus,3,1222979969225306114,Argentina
"@USER @USER @USER @USER ¿Qué se está acabando? ¿Perdón?

Siendo que no eres pambisito, entiendo que no lo veas usualmente, pero la cantidad de acoso, deseo de muerte y mierda que le cae a Dalas a diario es increíblemente enorme. No es cosa de revivir, es cosa de que por una puta vez dejen a Dalas en paz",0.0,Twitter,misocorpus,3,1233813606728421377,Uruguay
"@USER @USER @USER Pues si ""vistes cosas""como dices tú,vas a la comisaría o donde sea,y pones una puta denuncia,de verdad tanto os cuesta?Y en Colombia desde luego que está peor que México,en Colombia casi la vida no vale nada,es como Brasil 2.0,al año producen creo que eran 6 toneladas de cocaína.",0.0,Twitter,misocorpus,3,1219763274511736833,Spain
Brutal lo que pasa en este país... #Arandina LINK,0.0,Twitter,misocorpus,3,1205534159504060418,Spain
"Esta tarde en #VamosAVer? hemos hablado de
? Sentencia del Caso Arandina
? Grupo Recoletas
? Cuando la Navidad no es Alegría
⚽️#ElTaconazo: El Var a debate
Puedes volver a verlo aquí▶️
?? 
LINK LINK",0.0,Twitter,misocorpus,3,1206642353630527488,Spain
"#ENTecnología Greta Thunberg y Notre Dame entre las tendencias mundiales de Google en 2019 LINK  LINK
.",0.0,Twitter,misocorpus,3,1204814665496309760,"Venezuela, Bolivarian Republic of"
"La #CumbredelClima en cuatro claves: Greta, los indígenas, la terquedad de Brasil y el liderazgo español, por @USER LINK LINK",0.0,Twitter,misocorpus,3,1206506828269535232,Spain
¿Qué es lo que Greta Thunberg no entiende del capitalismo? LINK,0.0,Twitter,misocorpus,3,1205343654342201344,Spain
"La compañía ferroviaria alemana, a Greta Thunberg: «Estaría bien si dijeras cómo te atendimos en primera clase» LINK",0.0,Twitter,misocorpus,3,1206549534953881601,Spain
Greta Thunberg se lleva un zasca de los ferrocarriles alemanes: «Gracias por viajar en primera clase» LINK,0.0,Twitter,misocorpus,3,1206519434635907074,Spain
"Trump ataca a Greta Thunberg por ser Persona del Año en 'Time': ""¡Qué ridículo! Greta tiene que trabajar en su problema de control de la ira"" LINK",0.0,Twitter,misocorpus,3,1205198636931584001,Spain
"Greta, vete a hacer los deberes LINK",0.0,Twitter,misocorpus,3,1205211681716162560,Spain
La esperanza para enfrentar la crisis climática viene de las personas: Greta Thunberg. LINK LINK,0.0,Twitter,misocorpus,3,1205217050068758534,Colombia
"El presidente brasileño llamó mocosa a @USER ; el estadounidense, histérica, y los hombres la tildan de estúpida y hasta de puta. ¿Sería diferente si fuera un joven? LINK
Vía @USER",0.0,Twitter,misocorpus,3,1206233717641007104,Colombia
"La revista #Time nombra Persona del Año a Greta Thunberg, la más joven en conseguir el galardón LINK LINK",0.0,Twitter,misocorpus,3,1204834528604368904,Spain
Greta Thunberg ofrece este viernes una rueda de prensa en #Madrid antes de la marcha por el clima LINK LINK,0.0,Twitter,misocorpus,3,1202616143917264896,Spain
Greta Thunberg ofrece este viernes una rueda de prensa en Madrid antes de la #marcha por el clima LINK LINK,0.0,Twitter,misocorpus,3,1202562051861893122,Spain
"Greta Thunberg pisa tierra en Lisboa, descansará un par de días y llegará a la marcha climática del viernes en Madrid LINK LINK",0.0,Twitter,misocorpus,3,1201874772520558594,Spain
"#LoMásLeído? Greta Thunberg, la polémica continúa: aparece en un sillón… de cuero animal, de 6.000€ y madera refinada LINK",0.0,Twitter,misocorpus,3,1201674915348439040,Spain
Greta Thunberg se acerca a Lisboa con retraso por los fuertes vientos LINK #COP25Madrid,0.0,Twitter,misocorpus,3,1201828425385861121,Spain
Un coche eléctrico y un patinete esperan a Greta Thunberg en Madrid LINK #COP25Madrid,0.0,Twitter,misocorpus,3,1201877501112471552,Spain
¿Qué es el síndrome de Asperger? El trastorno que hace «diferente» a Greta Thunberg LINK,0.0,Twitter,misocorpus,3,1201856353947594752,Spain
Greta y su entorno se desplazan por Lisboa en los coches eléctricos que le ofreció el Ayuntamiento LINK,0.0,Twitter,misocorpus,3,1202241146828800000,Spain
"@USER En ese mismo intervalo tú le habrías explicado la sentencia de la Arandina, el último videojuego con el que te distraes, lo que más te gusta de Ibai, tus tres comidas preferidas y la magnífica novia que tienes. No te quejes. ??",0.0,Twitter,misocorpus,3,1205382756559179776,Spain
Una asociación ofrece a Greta Thunberg un burro para viajar desde Lisboa a la Cumbre del Clima LINK,0.0,Twitter,misocorpus,3,1202255023222280192,Spain
"Y no olvidemos de denunciar que quienes apoyan a los 
VIOLADORES TIENEN BENEFICIOS DEL 'ARANDINA' 
y probablemente les 'financien'. LINK",0.0,Twitter,misocorpus,3,1208370954621145089,Colombia
"Amigas, ¿ya os han subido a vosotras la ""paguita feminazi""? Porque yo no veo el ingreso de Soros por ninguna parte...",0.0,Twitter,misocorpus,3,1214881236478509058,Spain
Una asociación de vecinos de Talavera ofrece a Greta Thunberg un burro para llegar a Madrid LINK #Cop25Madrid2019,0.0,Twitter,misocorpus,3,1202202141043154945,Spain
Aguado contra Greta Thunberg: «No se lucha contra el cambio climático viajando en catamarán» LINK,0.0,Twitter,misocorpus,3,1202211997544267781,Spain
Iberia contesta a Greta sobre las alternativas de viaje: «En trayectos de más de 1.500 km no hay alternativa al avión» LINK,0.0,Twitter,misocorpus,3,1202283928872202241,Spain
"Los rostros de la #COP25, más allá de Greta, por @USER LINK LINK",0.0,Twitter,misocorpus,3,1204694904867295232,Spain
#ÚLTIMAHORA ? Greta Thunberg ya está en Europa: llegará a Madrid en un tren-hotel con locomotora diésel LINK,0.0,Twitter,misocorpus,3,1201848223016652802,Spain
"@USER Si el que está más loco es el que sigue al loco (o la loca), yo estaré de atar. Quiero más periodistas como tú, Cristina.",0.0,Twitter,misocorpus,3,1224450224380248066,Spain
"@USER @USER me pareces una gran cómica, pero esto ya no tiene ni puta gracia.",0.0,Twitter,misocorpus,3,1238635864588156929,Spain
"Comparar delitos y sus penas, solo por las condenas de más o menos años, es populismo. Lo hagan ahora los críticos de la sentencia de Arandina o lo hagan los críticos de la sentencia del Procés. #Derecho",0.0,Twitter,misocorpus,3,1205388344403869696,Spain
La Universidad de Burgos homenajea a Greta Thunberg LINK,0.0,Twitter,misocorpus,3,1202219758579523585,Spain
@USER O es hablar sin tener ni puta idea en este caso. Salvo que hayas preguntado al entorno más cercano,0.0,Twitter,misocorpus,3,1222431958455726080,Ireland
"El @USER quiere despedir el año en el Ruta sin sustos contra la Arandina
LINK LINK",0.0,Twitter,misocorpus,3,1205563033914925059,Spain
Lisboa espera con gran expectación la llega de Greta LINK #COP25Madrid,0.0,Twitter,misocorpus,3,1201815844059336705,Spain
‘La Resistencia’: David Broncano lanza este curioso mensaje a Greta Thunberg LINK,0.0,Twitter,misocorpus,3,1201823293759741952,Spain
"Herrera entrevistando a un exjugador de la Arandina, hasta aquí todo en orden. Ussia y Cristina Segui van más allá y publican datos personales de la menor. Ahora los tertulianos de la COPE opinando de las decisiones judiciales. Es lo que tiene tantos años con el poder.",0.0,Twitter,misocorpus,3,1206484754712928256,Spain
@USER Hijo de puta!!!,0.0,Twitter,misocorpus,3,1224486144789880835,Spain
Los mejores memes de Greta Thunberg antes de llegar a la Cumbre del Clima de Madrid LINK,0.0,Twitter,misocorpus,3,1201576981369950214,Spain
"Greta, de Lisboa a Madrid: un final de trayecto dudoso, pero contaminante LINK #COP25Madrid",0.0,Twitter,misocorpus,3,1202127898766970881,Spain
Greta Thunberg llegará con hambre: sufre escasez de comida en su catamarán por “mala planificación” LINK,0.0,Twitter,misocorpus,3,1201579857211219971,Spain
"?La llegada de Greta Thunberg a Lisboa, en imágenes LINK #COP25Madrid",0.0,Twitter,misocorpus,3,1201854997669072897,Spain
"@USER @USER @USER Fue el PSOE de Zapatero para ganar las elecciones, y si yo hubiera sido Aznar hubiera suspendido las elecciones!! 
El PSOE de Zapatero junto con Francias, Marruecos y los amigos de la puta ETA",0.0,Twitter,misocorpus,3,1237693477896495104,Spain
"“No queremos que nos olviden, queremos justicia climática ya”, corearon los jóvenes, además de “El pueblo unido jamás será vencido” LINK",0.0,Twitter,misocorpus,3,1206136817919021056,Mexico
"Greta Thunberg reivindica la ciencia y la justicia climática ante el plenario de la #COP25: ""La política que se necesita no existe en la actualidad"", por @USER LINK LINK",0.0,Twitter,misocorpus,3,1204697250536050689,Spain
Ojalá @USER @USER y/o @USER entre otros tomen medidas contra todos aquellos que están difundiendo los audios de la menor del caso Arandina LINK,0.0,Twitter,misocorpus,3,1206309665165979649,Spain
La adolescente sueca ha movilizado protestas en todo el mundo acerca del cambio climático LINK,0.0,Twitter,misocorpus,3,1204770592307597313,"Venezuela, Bolivarian Republic of"
"@USER @USER @USER Y no, no me gustaría y esta mal porq esta metiendo a familiares que son anónimos por la puta cara",0.0,Twitter,misocorpus,3,1230819491086508032,Spain
"El puto becario ha querido decir ""feminazi"", hoy tampoco cobra.",0.0,Twitter,misocorpus,3,1232392935632703491,Spain
"@USER @USER @USER @USER Antes que ponga el directo con las feministas chilenas, aclaró que eran aquellas que lo insultaban y no representaban el verdadero movimiento feminista.",0.0,Twitter,misocorpus,3,1212577093927743488,Argentina
"@USER Dalas, creo que ya debes entender que en el mundo, y sobre todo en internet hay gente muy estúpida, no te estreses por eso, no lo vale",0.0,Twitter,misocorpus,3,1220105561838096384,Chile
La condena a los ex jugadores de la Arandina provoca el cabreo de miles de españoles: «Y Rodrigo Lanza solo cinco años» LINK,0.0,Twitter,misocorpus,3,1205403077509033984,Spain
"@USER Es que lo de los de la Arandina no es una sentencia, es una vergüenza 
Y lo de Rodrigo Lanza nones una vergüenza, es un horror",0.0,Twitter,misocorpus,3,1206518078256885760,Spain
"El ""estado es un macho violador"" fuertes declaraciones de las feminazis en contra del gobierno FA LINK",0.0,Twitter,misocorpus,3,1214935579906973696,Uruguay
Bolsonaro le dice “mocosa” a Greta Thunberg y ella responde: LINK #ExpresoDeLaMañana LINK,0.0,Twitter,misocorpus,3,1204798891574644736,Mexico
"@USER @USER @USER Las de Ted Bundy no??? Y las de los violadores del Arandina sí hay que tomarlas en serio? Esto cómo va, explícamelo que no lo pillo. Solo las excusas que os vienen bien, no? Las que dicen que la mujer tiene la culpa. Claro... ?",0.0,Twitter,misocorpus,3,1207367395158958082,Spain
"@USER El el mismo sitio que la paga feminazi, creo. Si lo encontráis, que rule. Que me interesa pedir la mía ?",0.0,Twitter,misocorpus,3,1214933759033778177,Spain
"La activista ambiental Greta Thunberg, de 16 años, fue elegida como la personalidad del año 2019 de la revista Time LINK",0.0,Twitter,misocorpus,3,1204785409949130752,Mexico
"@USER @USER Es como encontrar a Wally pero en versión FACHALANDIA.  Ya me imagino una línea de juguetes para los niños de VOX... ""Encuentra al CDR"" , ""encuentra a la feminazi"", entre un mar de VOXtralopitecus. Haría furor entre los VOXchild. ?",0.0,Twitter,misocorpus,3,1214942651717431296,Slovenia
"El caso Arandina, según mi opinión, no se si sabéis que en la tele no pueden emitir absolutamente todo y se ha dicho que hay delitos probados de la violacion. Además todos sabemos de sobra que son gente de dinero y podrían haberse librado, y van a meterles 20 años, que no son 2.",0.0,Twitter,misocorpus,3,1205386753160482816,Andorra
"#Ampliación | Greta #Thunberg: ""No deberían escucharme más que a cualquier otra persona, solo soy una activista climática"" LINK LINK",0.0,Twitter,misocorpus,3,1203001484939530243,Spain
El Quilombo / El abogado de ‘La Manada’ le sacude la tontería a Sonsoles Ónega por el caso Arandina: «Las feministas ya pueden estar satisfechas» LINK vía @USER,0.0,Twitter,misocorpus,3,1205668477161426944,Germany
Cinco peticiones de Greta Thunberg en la COP de Madrid LINK LINK,0.0,Twitter,misocorpus,3,1203132197189894145,Colombia
"? Temporada 19/20
? 3a. División G8
?️ Jornada 19   22/12/19
? @USER B
⚽ @USER 
⚽ Diego Rubio
⚽ Fer Rubio
⚽ @USER 
⚪? Aupa Arandina ⚪? LINK",0.0,Twitter,misocorpus,3,1209221163114729472,Spain
